ID	Hits	Hit names
MO000045157	["MO000020422","MO000025761","MO000038978","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["HRS:PtdIns(3)P:SARA:Smad2","SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045160	[]	[]
MO000045167	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045169	[]	[]
MO000045170	[]	[]
MO000045210	[]	[]
MO000045211	[]	[]
MO000045217	[]	[]
MO000045228	[]	[]
MO000045240	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045248	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045254	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045265	["MO000020422","MO000021495","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","VDR(h)","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045297	[]	[]
MO000045303	[]	[]
MO000045355	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045358	[]	[]
MO000045408	["MO000020422","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045431	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000045437	[]	[]
MO000045450	[]	[]
MO000045451	[]	[]
MO000045470	["MO000020422","MO000025761","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h)","SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000046127	[]	[]
MO000046128	[]	[]
MO000056459	["MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013"]	["SREBP-1a(h){ubK333}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000056623	["MO000019779","MO000020308","MO000020327","MO000020403","MO000020405","MO000020422","MO000020426","MO000020430","MO000021350","MO000021495","MO000021923","MO000021924","MO000022033","MO000025761","MO000025763","MO000028292","MO000038383","MO000038978","MO000039020","MO000039037","MO000039045","MO000039767","MO000039773","MO000040150","MO000040153","MO000040155","MO000040157","MO000040158","MO000041035","MO000042286","MO000042288","MO000042289","MO000042290","MO000042291","MO000042292","MO000042294","MO000042318","MO000042319","MO000042353","MO000042456","MO000042457","MO000043730","MO000043734","MO000043793","MO000043839","MO000044907","MO000044910","MO000056029","MO000057829","MO000057915","MO000057948","MO000058335","MO000058850","MO000077960","MO000078141","MO000078142","MO000078143","MO000078144","MO000078165","MO000078841","MO000079058","MO000079723","MO000080012","MO000080184","MO000081465","MO000082315","MO000082410","MO000082573","MO000083408","MO000083801","MO000089701","MO000102637","MO000102748","MO000103768","MO000103776","MO000103828","MO000103836","MO000103838","MO000103839","MO000103842","MO000103846","MO000109817","MO000115397","MO000115967","MO000116009","MO000116013","MO000116014","MO000116344","MO000118568","MO000118569","MO000120981","MO000121060","MO000121061","MO000121248","MO000121347","MO000121463","MO000122213","MO000122227","MO000122237","MO000124269","MO000124271","MO000129149","MO000130233","MO000131334","MO000150536","MO000151759","MO000151927","MO000151970","MO000151991","MO000151992","MO000152120","MO000152177","MO000152203","MO000152260","MO000156570","MO000156571","MO000156572","MO000156785","MO000156962","MO000169195","MO000169437","MO000169567","MO000179991","MO000179994","MO000179995","MO000179996","MO000200595","MO000200597","MO000202048","MO000202186","MO000202538","MO000202539","MO000257559","MO000272211","MO000272212","MO000272355","MO000272549","MO000272588","MO000273331","MO000277020","MO000279236","MO000279380","MO000279718","MO000279721","MO000279722","MO000280472","MO000280663","MO000280671","MO000280680","MO000287340","MO000287343","MO000287478","MO000287552","MO000287639","MO000287642","MO000287677","MO000287727","MO000287800","MO000287827","MO000288095","MO000288234","MO000288269","MO000288421","MO000288447","MO000288502","MO000288503","MO000293106","MO000308694","MO000316537","MO000316539","MO000316558","MO000317975","MO000319941","MO000320331","MO000322272","MO000322665","MO000324308","MO000332233","MO000332234","MO000332235","MO000333494","MO000335556","MO000335557","MO000335559","MO000444443","MO000453576","MO000453577","MO000453578","MO000453579","MO000453580","MO000453581","MO000453582","MO000476423","MO000479910","MO000481566","MO000529820","MO000529993"]	["(TGFbeta1-CTF:TGFbetaR-II{pS213}{pS409}:TGFbetaR-I{pS}{pT})2:PtdIns(3)P:SARA:Smad2:cPML","(VDR-isoform1(h))2:SRC3-xbb2(h)","(p63(h))4","3-keto-LCA:VDR(h)","AGP1(h):p63(h)","ASPP1(h):p63-isoform5(h)","ASPP2(h):p63-isoform5(h)","ATXN1L(h):SREBP-1(h)","Ataxin-1(h):SREBP-1(h)","BTEB2(h):Smad2(h)","C18orf1-Alpha-2(h):Smad2-short(h)","CDCA7L(h):VDR(h)","COPS6(h):p63(h)","Daxx(h):p63-isoform5(h)","Emx-1(h):p63(h)","FOXO3a(h):VDR(h)","GL-R(h):p63(h)","HPX(h):p63(h)","HRS:PtdIns(3)P:SARA:Smad2","HSPC195(h):VDR(h)","IGFBP-3-isoform1(h):VDR(h)","IGFBP-5(h):VDR(h)","IKK-beta(h):VDR(h)","IKK-beta(h):VDR-isoform1(h)","IKK-beta-isoform1(h):VDR-isoform1(h)","ITIH4(h):p63(h)","MAGI-1(h):p63-isoform10(h)","MMRN2(h):VDR(h)","NF-YC-isoform3(h):p63-isoform1(h)","NIPSNAP3A(h):p63(h)","NKD2(h):VDR(h)","Nup153:Nup214:Smad2{pS}","PKCSH(h):VDR(h)","Pit-1(h):VDR(h)","RXR-alpha(h):VDR-isoform1(h)","RXR-alpha(h):VDR-isoform1(h):SRC3-xbb2(h)","RXR-beta(h):VDR(h)","SARA(h):Smad2-L(h)","SKIP(h):Smad2-L(h)","SKIP(h):VDR(h)","SLC35A3(h):p63(h)","SRC3(h):VDR(h)","SREBP-1(h)","SREBP-1(h){aceK}","SREBP-1-isoform4(h)","SREBP-1a(h)","SREBP-1a(h):p300(h)","SREBP-1a(h){aceK324}{aceK333}","SREBP-1a(h){pS117}","SREBP-1a(h){pS63}{pT426}","SREBP-1a(h){pT426}","SREBP-1a(h){p}","SREBP-1a(h){ubK333}","SREBP-1a(h){ub}","SREBP-1c(h)","Smad2(h)","Smad2(h):Dab2(h)","Smad2(h):GLI(h)","Smad2(h):MELK(h)","Smad2(h):MTMR4(h)","Smad2(h):NF-1(h)","Smad2(h):OCA-B(h)","Smad2(h):PDK1(h)","Smad2(h):Pin1(h)","Smad2(h):STAT1(h)","Smad2(h):STAT3(h)","Smad2(h):Smad3(h)","Smad2(h):Smurf-2(h)","Smad2(h):p53(h)","Smad2(h):wwp2-isoform1(h)","Smad2(h){aceK}","Smad2(h){pS245}{pS250}{pS255}","Smad2(h){pS465}{pS467}","Smad2(h){pS}","Smad2(h){pS}2","Smad2(h){pT220}","Smad2(h){pT220}{pS245}{pS250}{pS255}","Smad2(h){p}","Smad2(h){p}:beta-catenin(h){pY654}","Smad2(h){ub}","Smad2-L(h)","Smad2-L(h):LEMD3(h)","Smad2-L(h):Smad3-isoform1(h)","Smad2-L(h):Smad4(h)","Smad2-L(h):Smurf-2(h)","Smad2-L(h):TGIF(h)","Smad2-L(h){pT8}{pT220}{pS245}{pS250}{pS255}","Smad2-L(h){p}","Smad2-L(h){p}:Smad4(h)","Smad2-L(h){p}{ub(n)}","Smad2-L(h){ub(n)}","Smad2-L(h){ub}n","Smad2-short(h)","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Smad4:TAZ:PCQAP","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Sox-9","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Sox-9:p300","Smad2{pS}:Smad3{pS}","Smad2{pS}:Smad4:SMIF:CBP:p300","Smad3(h):Smad2-short(h)","Smad4(h):BTEB2(h):Smad2(h)","Smad4(h):Smad2(h)","Sp1(h):Smad2(h)","Src(h):VDR(h)","TFIIB(h):VDR(h)","TGFbetaR-II(h):TGFbetaR-I(h):Smad2-L(h)","TGFbetaR-II(h):TGFbetaR-I(h):Smad2-L(h){p}","TIF1a-short(h):VDR(h)","TLS(h):p63-isoform2(h)","Ubc9(h):p63-isoform1(h)","VDR(h)","VDR(h):GATE-16(h)","VDR(h):GEC-1(h)","VDR(h):H63(h)","VDR(h):HMGN3(h)","VDR(h):HR(h)","VDR(h):PLZF(h)","VDR(h):PP1C(h)","VDR(h):RIP140(h)","VDR(h):RXR-alpha(h)","VDR(h):RXR-gamma(h)","VDR(h):S8(h)","VDR(h):SHP(h)","VDR(h):SIRT1(h)","VDR(h):SRC-1(h)","VDR(h):SRC3-xbb2(h)","VDR(h):SWAP2(h)","VDR(h):TFIIB(h)","VDR(h):TRAP(h)","VDR(h):dihydroxyacetone phosphate acyltransferase(h)","VDR(h):foxo4(h)","VDR(h):pim1-isoform2(h)","VDR(h){pS51}","VDR(h){p}","VDR-M4(h):TFIIB(h)","VDR-isoform1(h):PGC-1-isoform1(h)","VDR-isoform1(h):SRC-1(h)","VDR-isoform1(h):SRC3-xbb2(h)","VDR-isoform1(h):TFIIB(h)","YAP(h):p63-isoform2(h)","bag1-isoform1(h):VDR(h)","brca1(h):p63-isoform6(h)","c-Myc(h):Smad2(h)","c-Ski(h):Smad2(h):Smad4(h)","calcitriol:VDR(h)","calcitriol:VDR(h):beta-catenin(h)","calcitriol:VDR-isoform1(h)","calcitriol:VDR{pS208}","calcitriol:VDR{pS51}","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:DRIP205:TFIIB:RPB2","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:SRC-1:p300","calcitriol:VDR{pS51}{pS208}:PKCbeta:CKII-alpha:CKII-alpha2:(CKII-beta)2","cyclinC(h):p63(h)","cyclinD3(h):VDR(h)","haptoglobin(h):p63(h)","hnRNP-Q(h):p63-isoform2(h)","itch(h):p63-isoform2(h)","lithocholate:VDR(h)","lithocholate:VDR-isoform1(h):SRC-1(h)","mdm2(h):p63-isoform1(h)","mdm2(h):p63-isoform5(h)","p300(h):Smad2(h)","p300(h):Smad2-L(h)","p63(h)","p63(h):CIN85(h)","p63(h):Chk2-xbb12(h)","p63(h):FOXK1(h)","p63(h):FOXK2(h)","p63(h):Rabphilin-isoform2(h)","p63(h):p73(h)","p63(h):p73epsilon(h)","p63(h):peroxin-14-isoform2(h)","p63-isoform1(h)","p63-isoform1(h):Daxx(h)","p63-isoform1(h):RALGPS1(h)","p63-isoform1(h):SFRS15(h)","p63-isoform1(h):Ubc9(h)","p63-isoform1(h):beta-catenin(h)","p63-isoform1(h):hipk2(h)","p63-isoform1(h):hnRPAB-isoform3(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform2(h):hnRNPK(h)","p63-isoform2(h):sumo1-isoform1(h)","p63-isoform2(h){sumoK549}{sumoK637}","p63-isoform2(h){sumoK637}","p63-isoform2(h){sumo}","p63-isoform4(h)","p63-isoform5(h)","p63-isoform5(h):SSRP1(h)","p63-isoform5(h):hipk2(h)","p63-isoform6(h)","plk1(h):p63(h)","sumo1-isoform1(h):p63-isoform1(h)","tuberin(h):VDR(h)","wwp2-isoform1(h):Smad2-L(h)"]
MO000056624	[]	[]
MO000057270	["MO000019779","MO000020308","MO000020327","MO000020403","MO000020405","MO000020422","MO000020426","MO000020430","MO000021350","MO000021495","MO000021923","MO000021924","MO000022033","MO000025761","MO000025763","MO000028292","MO000038383","MO000038978","MO000039020","MO000039037","MO000039045","MO000039767","MO000039773","MO000040150","MO000040153","MO000040155","MO000040157","MO000040158","MO000041035","MO000042286","MO000042288","MO000042289","MO000042290","MO000042291","MO000042292","MO000042294","MO000042318","MO000042319","MO000042353","MO000042456","MO000042457","MO000043730","MO000043734","MO000043793","MO000043839","MO000044907","MO000044910","MO000056029","MO000057829","MO000057915","MO000057948","MO000058335","MO000058850","MO000077960","MO000078141","MO000078142","MO000078143","MO000078144","MO000078165","MO000078841","MO000079058","MO000079723","MO000080012","MO000080184","MO000081465","MO000082315","MO000082410","MO000082573","MO000083408","MO000083801","MO000089701","MO000102637","MO000102748","MO000103768","MO000103776","MO000103828","MO000103836","MO000103838","MO000103839","MO000103842","MO000103846","MO000109817","MO000115397","MO000115967","MO000116009","MO000116013","MO000116014","MO000116344","MO000118568","MO000118569","MO000120981","MO000121060","MO000121061","MO000121248","MO000121347","MO000121463","MO000122213","MO000122227","MO000122237","MO000124269","MO000124271","MO000129149","MO000130233","MO000131334","MO000150536","MO000151759","MO000151927","MO000151970","MO000151991","MO000151992","MO000152120","MO000152177","MO000152203","MO000152260","MO000156570","MO000156571","MO000156572","MO000156785","MO000156962","MO000169195","MO000169437","MO000169567","MO000179991","MO000179994","MO000179995","MO000179996","MO000200595","MO000200597","MO000202048","MO000202186","MO000202538","MO000202539","MO000257559","MO000272211","MO000272212","MO000272355","MO000272549","MO000272588","MO000273331","MO000277020","MO000279236","MO000279380","MO000279718","MO000279721","MO000279722","MO000280472","MO000280663","MO000280671","MO000280680","MO000287340","MO000287343","MO000287478","MO000287552","MO000287639","MO000287642","MO000287677","MO000287727","MO000287800","MO000287827","MO000288095","MO000288234","MO000288269","MO000288421","MO000288447","MO000288502","MO000288503","MO000293106","MO000308694","MO000316537","MO000316539","MO000317975","MO000319941","MO000320331","MO000322272","MO000322665","MO000324308","MO000332233","MO000332234","MO000332235","MO000333494","MO000335556","MO000335557","MO000335559","MO000444443","MO000453576","MO000453577","MO000453578","MO000453579","MO000453580","MO000453581","MO000453582","MO000476423","MO000479910","MO000481566","MO000529820","MO000529993"]	["(TGFbeta1-CTF:TGFbetaR-II{pS213}{pS409}:TGFbetaR-I{pS}{pT})2:PtdIns(3)P:SARA:Smad2:cPML","(VDR-isoform1(h))2:SRC3-xbb2(h)","(p63(h))4","3-keto-LCA:VDR(h)","AGP1(h):p63(h)","ASPP1(h):p63-isoform5(h)","ASPP2(h):p63-isoform5(h)","ATXN1L(h):SREBP-1(h)","Ataxin-1(h):SREBP-1(h)","BTEB2(h):Smad2(h)","C18orf1-Alpha-2(h):Smad2-short(h)","CDCA7L(h):VDR(h)","COPS6(h):p63(h)","Daxx(h):p63-isoform5(h)","Emx-1(h):p63(h)","FOXO3a(h):VDR(h)","GL-R(h):p63(h)","HPX(h):p63(h)","HRS:PtdIns(3)P:SARA:Smad2","HSPC195(h):VDR(h)","IGFBP-3-isoform1(h):VDR(h)","IGFBP-5(h):VDR(h)","IKK-beta(h):VDR(h)","IKK-beta(h):VDR-isoform1(h)","ITIH4(h):p63(h)","MAGI-1(h):p63-isoform10(h)","MMRN2(h):VDR(h)","NF-YC-isoform3(h):p63-isoform1(h)","NIPSNAP3A(h):p63(h)","NKD2(h):VDR(h)","Nup153:Nup214:Smad2{pS}","PKCSH(h):VDR(h)","Pit-1(h):VDR(h)","RXR-alpha(h):VDR-isoform1(h)","RXR-alpha(h):VDR-isoform1(h):SRC3-xbb2(h)","RXR-beta(h):VDR(h)","SARA(h):Smad2-L(h)","SKIP(h):Smad2-L(h)","SKIP(h):VDR(h)","SLC35A3(h):p63(h)","SRC3(h):VDR(h)","SREBP-1(h)","SREBP-1(h){aceK}","SREBP-1-isoform4(h)","SREBP-1a(h)","SREBP-1a(h):p300(h)","SREBP-1a(h){aceK324}{aceK333}","SREBP-1a(h){pS117}","SREBP-1a(h){pS63}{pT426}","SREBP-1a(h){pT426}","SREBP-1a(h){p}","SREBP-1a(h){ubK333}","SREBP-1a(h){ub}","SREBP-1c(h)","Smad2(h)","Smad2(h):Dab2(h)","Smad2(h):GLI(h)","Smad2(h):MELK(h)","Smad2(h):MTMR4(h)","Smad2(h):NF-1(h)","Smad2(h):OCA-B(h)","Smad2(h):PDK1(h)","Smad2(h):Pin1(h)","Smad2(h):STAT1(h)","Smad2(h):STAT3(h)","Smad2(h):Smad3(h)","Smad2(h):Smurf-2(h)","Smad2(h):p53(h)","Smad2(h):wwp2-isoform1(h)","Smad2(h){aceK}","Smad2(h){pS245}{pS250}{pS255}","Smad2(h){pS465}{pS467}","Smad2(h){pS}","Smad2(h){pS}2","Smad2(h){pT220}","Smad2(h){pT220}{pS245}{pS250}{pS255}","Smad2(h){p}","Smad2(h){p}:beta-catenin(h){pY654}","Smad2(h){ub}","Smad2-L(h)","Smad2-L(h):LEMD3(h)","Smad2-L(h):Smad3-isoform1(h)","Smad2-L(h):Smad4(h)","Smad2-L(h):Smurf-2(h)","Smad2-L(h):TGIF(h)","Smad2-L(h){pT8}{pT220}{pS245}{pS250}{pS255}","Smad2-L(h){p}","Smad2-L(h){p}:Smad4(h)","Smad2-L(h){p}{ub(n)}","Smad2-L(h){ub(n)}","Smad2-L(h){ub}n","Smad2-short(h)","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Smad4:TAZ:PCQAP","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Sox-9","Smad2{pS465}{pS467}:Smad3{pS423}{pS425}:Sox-9:p300","Smad2{pS}:Smad3{pS}","Smad2{pS}:Smad4:SMIF:CBP:p300","Smad3(h):Smad2-short(h)","Smad4(h):BTEB2(h):Smad2(h)","Smad4(h):Smad2(h)","Sp1(h):Smad2(h)","Src(h):VDR(h)","TFIIB(h):VDR(h)","TGFbetaR-II(h):TGFbetaR-I(h):Smad2-L(h)","TGFbetaR-II(h):TGFbetaR-I(h):Smad2-L(h){p}","TIF1a-short(h):VDR(h)","TLS(h):p63-isoform2(h)","Ubc9(h):p63-isoform1(h)","VDR(h)","VDR(h):GATE-16(h)","VDR(h):GEC-1(h)","VDR(h):H63(h)","VDR(h):HMGN3(h)","VDR(h):HR(h)","VDR(h):PLZF(h)","VDR(h):PP1C(h)","VDR(h):RIP140(h)","VDR(h):RXR-alpha(h)","VDR(h):RXR-gamma(h)","VDR(h):S8(h)","VDR(h):SHP(h)","VDR(h):SIRT1(h)","VDR(h):SRC-1(h)","VDR(h):SRC3-xbb2(h)","VDR(h):SWAP2(h)","VDR(h):TFIIB(h)","VDR(h):TRAP(h)","VDR(h):dihydroxyacetone phosphate acyltransferase(h)","VDR(h):foxo4(h)","VDR(h):pim1-isoform2(h)","VDR(h){pS51}","VDR(h){p}","VDR-M4(h):TFIIB(h)","VDR-isoform1(h):PGC-1-isoform1(h)","VDR-isoform1(h):SRC-1(h)","VDR-isoform1(h):SRC3-xbb2(h)","VDR-isoform1(h):TFIIB(h)","YAP(h):p63-isoform2(h)","bag1-isoform1(h):VDR(h)","brca1(h):p63-isoform6(h)","c-Myc(h):Smad2(h)","c-Ski(h):Smad2(h):Smad4(h)","calcitriol:VDR(h)","calcitriol:VDR(h):beta-catenin(h)","calcitriol:VDR-isoform1(h)","calcitriol:VDR{pS208}","calcitriol:VDR{pS51}","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:DRIP205:TFIIB:RPB2","calcitriol:VDR{pS51}{pS208}:9-cis-retinoic acid:RXR-alpha:SKIP:SRC-1:p300","calcitriol:VDR{pS51}{pS208}:PKCbeta:CKII-alpha:CKII-alpha2:(CKII-beta)2","cyclinC(h):p63(h)","cyclinD3(h):VDR(h)","haptoglobin(h):p63(h)","hnRNP-Q(h):p63-isoform2(h)","itch(h):p63-isoform2(h)","lithocholate:VDR(h)","lithocholate:VDR-isoform1(h):SRC-1(h)","mdm2(h):p63-isoform1(h)","mdm2(h):p63-isoform5(h)","p300(h):Smad2(h)","p300(h):Smad2-L(h)","p63(h)","p63(h):CIN85(h)","p63(h):Chk2-xbb12(h)","p63(h):FOXK1(h)","p63(h):FOXK2(h)","p63(h):Rabphilin-isoform2(h)","p63(h):p73(h)","p63(h):p73epsilon(h)","p63(h):peroxin-14-isoform2(h)","p63-isoform1(h)","p63-isoform1(h):Daxx(h)","p63-isoform1(h):RALGPS1(h)","p63-isoform1(h):SFRS15(h)","p63-isoform1(h):Ubc9(h)","p63-isoform1(h):beta-catenin(h)","p63-isoform1(h):hipk2(h)","p63-isoform1(h):hnRPAB-isoform3(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform2(h):hnRNPK(h)","p63-isoform2(h):sumo1-isoform1(h)","p63-isoform2(h){sumoK549}{sumoK637}","p63-isoform2(h){sumoK637}","p63-isoform2(h){sumo}","p63-isoform4(h)","p63-isoform5(h)","p63-isoform5(h):SSRP1(h)","p63-isoform5(h):hipk2(h)","p63-isoform6(h)","plk1(h):p63(h)","sumo1-isoform1(h):p63-isoform1(h)","tuberin(h):VDR(h)","wwp2-isoform1(h):Smad2-L(h)"]
MO000057271	["MO000020422","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000057273	["MO000020422","MO000042286","MO000042288","MO000042291","MO000043730","MO000043734","MO000043793","MO000103768","MO000116013","MO000279236"]	["SREBP-1a(h){ubK333}","Smad2(h){ub}","Smad2-L(h){p}{ub(n)}","p63(h)","p63-isoform1(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform6(h)"]
MO000057274	["MO000019779","MO000020422","MO000020430","MO000025761","MO000028292","MO000039020","MO000042286","MO000042288","MO000042289","MO000042290","MO000042291","MO000042294","MO000042318","MO000042319","MO000042353","MO000042456","MO000042457","MO000043730","MO000043734","MO000043793","MO000043839","MO000044907","MO000044910","MO000057829","MO000058335","MO000078141","MO000078142","MO000078143","MO000078144","MO000078165","MO000081465","MO000102748","MO000103768","MO000103776","MO000103828","MO000103836","MO000116013","MO000116014","MO000279236","MO000280680","MO000335556","MO000453576"]	["ASPP1(h):p63-isoform5(h)","ASPP2(h):p63-isoform5(h)","Daxx(h):p63-isoform5(h)","NF-YC-isoform3(h):p63-isoform1(h)","Nup153:Nup214:Smad2{pS}","SREBP-1a(h)","SREBP-1a(h){ubK333}","SREBP-1a(h){ub}","Smad2(h)","Smad2(h):p53(h)","Smad2(h){aceK}","Smad2(h){ub}","Smad2-L(h)","Smad2-L(h){p}{ub(n)}","Smad2-L(h){ub(n)}","Smad2-L(h){ub}n","Smad2-short(h)","TFIIB(h):VDR(h)","Ubc9(h):p63-isoform1(h)","VDR-M4(h):TFIIB(h)","mdm2(h):p63-isoform1(h)","mdm2(h):p63-isoform5(h)","p63(h)","p63(h):p73(h)","p63(h):p73epsilon(h)","p63-isoform1(h)","p63-isoform1(h):Daxx(h)","p63-isoform1(h):RALGPS1(h)","p63-isoform1(h):SFRS15(h)","p63-isoform1(h):Ubc9(h)","p63-isoform1(h):beta-catenin(h)","p63-isoform1(h):hipk2(h)","p63-isoform1(h):hnRPAB-isoform3(h)","p63-isoform10(h)","p63-isoform2(h)","p63-isoform2(h):hnRNPK(h)","p63-isoform4(h)","p63-isoform5(h)","p63-isoform5(h):SSRP1(h)","p63-isoform5(h):hipk2(h)","p63-isoform6(h)","sumo1-isoform1(h):p63-isoform1(h)"]
